OBJECTID,Date,SurveyType,SpeciesName,Stage,Activity,AirTempF,Number of Individuals,SiteSubClass,Alive_Dead,Lon,Lat
1606,9/4/16,Active,Green Frog,Metamorph,Moving towards shoreline,79,,NC,NC,-75.1581,44.5826
1607,10/12/15,Active,UNK,Adult,Basking,55,1,Little Grasse Fishing Pull-off,Aiive,-75.158,44.5833
1608,10/1/14,Active,Green Frog,UNK,Resting,55,NC,Tracy Brook,Alive,-75.139,44.5894
1609,9/12/16,Active,Green Frog,Adult,Basking,70,1,NC,NC,-75.1546,44.5856
1610,9/17/14,Active,UNK,UNK,Moving,65,NC,Wetland,Alive,-75.1359,44.5935
1611,9/4/16,Active,Green Frog,Metamorph,Basking,79,,NC,NC,-75.1582,44.5825
1612,9/27/15,Active,Green Frog,Metamorph,Resting,75,1,Little River,Aiive,-75.158,44.5808
1613,9/4/14,Trail,American Toad,Adult,Thermoregulating,71,,Kip Track,Alive,-75.1585,44.584
1614,10/12/15,Active,Green Frog,Adult,Resting,55,1,Golf Course,Aiive,-75.1468,44.5879
1615,9/17/14,Active,UNK,UNK,Moving,65,1,Wetland,Alive,-75.1359,44.5935
1616,10/1/14,Active,Green Frog,UNK,Resting,55,NC,Tracy Brook,Alive,-75.1401,44.5906
1617,9/12/16,Active,Green Frog,<Null>,Basking,70,NC,NC,NC,-75.1546,44.5856
1618,9/4/16,Active,Green Frog,Metamorph,"Basking, moving, etc.",78,,NC,NC,-75.1582,44.5825
1619,10/12/15,Active,Bullfrog,Adult,Resting,55,1,Golf Course,Aiive,-75.1469,44.5878
1620,9/4/14,Trail,Green Frog,Metamorph,Thermoregulating,71,1,Kip Track,Alive,-75.1585,44.584
1621,9/17/14,Active,UNK,UNK,Moving,65,NC,Wetland,Alive,-75.1359,44.5935
1622,9/12/16,Active,<Null>,Adult,Basking,70,1,NC,NC,-75.1546,44.5856
1623,10/1/14,Active,Green Frog,UNK,Resting,55,,Tracy Brook,Alive,-75.1401,44.5906
1624,10/12/15,Active,Bullfrog,Adult,Resting,55,1,Golf Course,Aiive,-75.1469,44.5878
1625,9/4/14,Trail,Gray Tree Frog,Juvenile,Thermoregulating,71,1,Kip Track,Alive,-75.1585,44.584
1626,9/17/14,Active,UNK,UNK,Moving,65,1,Wetland,Alive,-75.1359,44.5935
1627,9/4/14,Trail,American Toad,Metamorph,Thermoregulating,71,NC,Kip Track,Alive,-75.1598,44.5841
1628,9/12/16,Active,Green Frog,Adult,Basking,70,,NC,NC,-75.1545,44.5857
1629,10/12/15,Active,Bullfrog,Adult,Resting,55,1,Golf Course,Aiive,-75.147,44.5879
1630,9/4/14,Trail,Gray Tree Frog,Juvenile,Thermoregulating,71,1,Kip Track,Alive,-75.1585,44.584
1631,9/17/14,Active,UNK,UNK,Moving,65,1,Wetland,Alive,-75.1359,44.5935
1632,9/4/14,Trail,American Toad,Adult,Thermoregulating,71,NC,Kip Track,Alive,-75.1598,44.5841
1633,9/12/16,Active,Green Frog,Adult,Basking,70,1,NC,NC,-75.1546,44.5856
1634,9/17/14,Active,UNK,UNK,Moving,65,,Wetland,Alive,-75.1359,44.5935
1635,10/12/15,Active,Green Frog,Adult,Resting,55,1,Golf Course,Aiive,-75.1471,44.5878
1636,9/4/14,Trail,American Toad,Juvenile,Thermoregulating,71,1,Kip Track,Alive,-75.1585,44.584
1637,9/4/14,Trail,Green Frog,Metamorph,Thermoregulating,71,NC,Kip Track,Alive,-75.1598,44.5841
1638,9/12/16,Active,Green Frog,Adult,Basking,70,1,NC,NC,-75.1546,44.5855
1639,9/17/14,Active,UNK,UNK,Moving,65,,Wetland,Alive,-75.1359,44.5935
1640,10/12/15,Active,Bullfrog,Adult,Hopping,55,NC,Golf Course,Aiive,-75.1495,44.588
1641,9/12/16,Active,Green Frog,Adult,Basking,70,1,NC,NC,-75.1545,44.5857
1642,9/17/14,Active,UNK,UNK,Moving,65,,Wetland,Alive,-75.1359,44.5935
1643,10/12/15,Active,UNK,Adult,Hopping,55,1,Golf Course,Aiive,-75.1498,44.588
1644,9/4/14,Trail,Gray Tree Frog,Juvenile,Thermoregulating,71,NC,Kip Track,Alive,-75.1598,44.5841
1645,9/12/16,Active,Green Frog,Adult,Basking,70,1,NC,NC,-75.1545,44.5857
1646,9/17/14,Active,UNK,UNK,Moving,65,,Wetland,Alive,-75.1359,44.5935
1647,10/12/15,Active,UNK,Adult,Dead,54,1,Golf Course,Dead,-75.1497,44.588
1648,9/4/14,Trail,Gray Tree Frog,Juvenile,Thermoregulating,71,NC,Kip Track,Alive,-75.1598,44.5841
1649,9/12/16,Active,Green Frog,Adult,Basking,70,,NC,NC,-75.1557,44.5851
1650,10/12/15,active,UNK,Adult,Leaping,nr,1,field,Aiive,-75.1388,44.5906
1651,9/17/14,Active,UNK,UNK,Moving,65,1,Wetland,Alive,-75.1359,44.5935
1652,9/4/14,Trail,American Toad,Juvenile,Thermoregulating,71,,Kip Track,Alive,-75.1598,44.5841
1653,10/12/15,active,UNK,Adult,Leaping,nr,NC,field,Aiive,-75.1387,44.5908
1654,9/12/16,Active,Green Frog,Adult,Basking,70,1,NC,NC,-75.1559,44.5851
1655,9/17/14,Active,UNK,UNK,Moving,65,1,Wetland,Alive,-75.1359,44.5935
1656,9/4/14,Trail,American Toad,Metamorph,Thermoregulating,71,,Kip Track,Alive,-75.1585,44.584
1657,10/12/15,active,Bullfrog,Juvenile,Resting,nr,1,field,Aiive,-75.139,44.591
1658,9/17/14,Active,UNK,UNK,Moving,65,NC,Wetland,Alive,-75.1359,44.5935
1659,9/12/16,Active,Green Frog,Adult,Basking,70,,NC,NC,-75.1555,44.5851
1660,10/12/15,active,UNK,UNK,Leaping,nr,1,field,Aiive,-75.138,44.5907
1661,9/4/14,Trail,American Toad,Adult,Thermoregulating,71,,Kip Track,Alive,-75.1585,44.584
1662,10/12/15,incidental,UNK,UNK,Leaping,nr,1,field,Aiive,-75.1381,44.5907
1663,9/17/14,Active,UNK,UNK,Moving,65,NC,Wetland,Alive,-75.1359,44.5935
1664,9/12/16,Active,Green Frog,Adult,Basking,70,,NC,NC,-75.156,44.585
1665,10/12/15,incidental,UNK,UNK,Leaping,nr,1,field,Aiive,-75.1387,44.5904
1666,9/17/14,Active,UNK,UNK,Moving,65,1,Wetland,Alive,-75.1402,44.5903
1667,9/4/14,Trail,Gray Tree Frog,Metamorph,Thermoregulating,71,,Kip Track,Alive,-75.1585,44.584
1668,10/12/15,Active,Bullfrog,Adult,Hopping,54,NC,Golf Course,Aiive,-75.1499,44.588
1669,9/12/16,Active,Green Frog,Adult,Basking,70,1,NC,NC,-75.1561,44.585
1670,9/19/14,Active,UNK,UNK,Resting,55,1,Tracy Brook,Alive,-75.1402,44.5903
1671,9/4/14,Trail,Gray Tree Frog,Juvenile,Thermoregulating,71,,Kip Track,Alive,-75.1585,44.584
1672,10/13/15,Active,Northern Leopard Frog,Adult,Basking,55,1,Kip Track,Aiive,-75.1553,44.5837
1673,9/19/14,Active,UNK,UNK,Resting,55,NC,Tracy Brook,Alive,-75.1402,44.5903
1674,9/12/16,Active,Green Frog,Adult,Basking,70,1,NC,NC,-75.1564,44.5851
1675,9/4/14,Trail,American Toad,Juvenile,Thermoregulating,71,1,Kip Track,Alive,-75.1585,44.584
1676,10/10/14,Active,UNK,UNK,NA,63,,Tracy Brook,Dead,-75.1401,44.5906
1677,10/13/15,Active,Green Frog,Adult,Basking,55,1,Kip Track,Aiive,-75.1664,44.5832
1678,9/19/14,Active,UNK,UNK,Resting,55,NC,Tracy Brook,Alive,-75.1402,44.5903
1679,9/12/16,Active,Green Frog,Adult,Basking,70,1,NC,NC,-75.1564,44.5851
1680,9/13/14,Incidental,American Toad,Juvenile,Thermoregulating,50,,Baseball Field,Alive,-75.1643,44.5846
1681,10/13/15,Active,Green Frog,Adult,Basking,55,1,Kip Track,Aiive,-75.1654,44.5824
1682,9/19/14,Active,UNK,UNK,Resting,55,NC,Tracy Brook,Alive,-75.1402,44.5903
1683,9/12/16,Active,Green Frog,Adult,Basking,70,1,NC,NC,-75.1565,44.5851
1684,9/13/14,Incidental,Red-spotted Newt,Juvenile,Moving,50,1,Baseball Field,Alive,-75.1643,44.5846
1685,9/19/14,Active,UNK,UNK,Resting,55,0,Tracy Brook,Alive,-75.1402,44.5903
1686,10/13/15,Road,UNK,UNK,UNK,53,1,Road,Aiive,-75.1654,44.5908
1687,9/13/14,Incidental,Northern Leopard Frog,Juvenile,Thermoregulating,50,NC,Baseball Field,Alive,-75.1643,44.5846
1688,9/12/16,Active,Green Frog,Adult,Basking,70,,NC,NC,-75.1565,44.5851
1689,10/14/15,Active,Green Frog,Adult,hopping,52,1,XC Trail,Aiive,-75.1657,44.5816
1690,9/19/14,Active,UNK,UNK,Resting,55,1,Tracy Brook,Alive,-75.1403,44.5903
1691,9/14/14,Road,UNK,UNK,NA,44,NC,Road,UNK,-75.1602,44.5861
1692,9/13/16,Incidental,Northern Leopard Frog,Adult,Run over ,77,,NC,NC,-75.1674,44.5814
1693,10/14/15,Road,UNK,UNK,dead,51,1,Road,Dead,-75.1583,44.5846
1694,9/19/14,Active,UNK,UNK,Resting,55,1,Tracy Brook,Alive,-75.1404,44.5903
1695,9/14/14,Trail,Gray Tree Frog,Juvenile,Thermoregulating,71,NC,Kip Track,Alive,-75.1585,44.584
1696,9/14/16,Active,Green Frog,Adult,Moving,64,,NC,NC,-75.1582,44.583
1697,10/14/15,Road,UNK,UNK,dead,52,1,Road,Dead,-75.1588,44.5849
1698,9/19/14,Active,UNK,UNK,Resting,55,,Tracy Brook,Alive,-75.1404,44.5903
1699,10/14/15,Road,UNK,UNK,dead,52,1,Road,Dead,-75.1596,44.5856
1700,9/19/14,Active,UNK,UNK,Resting,55,NC,Tracy Brook,Alive,-75.1403,44.5903
1701,9/14/16,Active,<Null>,Adult,"Basking, moving, etc.",64,1,NC,NC,-75.158,44.583
1702,10/7/14,Active,Green Frog,UNK,Resting,55,,Tracy Brook,Alive,-75.1401,44.5906
1703,10/14/15,Active,Bullfrog,Adult,Sitting/Leaping,57,1,ESL wetland,Aiive,-75.1359,44.5935
1704,9/19/14,Active,UNK,UNK,Resting,55,NC,Tracy Brook,Alive,-75.1403,44.5903
1705,9/14/16,Active,Green Frog,Adult,Resting in water on top of vege at bank,64,0,NC,NC,-75.1579,44.5828
1706,10/14/15,Road,UNK,UNK,UNK,52,1,Miner Street (b/w athletics and XC trail),Aiive,-75.1662,44.5853
1707,10/12/14,Active,Northern Leopard Frog,UNK,Moving,63,1,,Alive,-75.1401,44.5906
1708,9/9/14,Road,Red-spotted Newt,UNK,Thermoregulating,69,1,Road,Alive,-75.1564,44.5829
1709,9/19/14,Active,UNK,UNK,Resting,55,,Tracy Brook,Alive,-75.1403,44.5903
1710,10/14/15,Active,Bullfrog,Adult,Leaping,nr,NA,ESL wetland,Aiive,-75.1359,44.5935
1711,10/13/14,Active,0,NA,NA,65,NC,Tracy Brook,NA,-75.1401,44.5906
1712,9/14/16,Active,<Null>,Adult,Moving,64,1,NC,NC,-75.158,44.5829
1713,9/19/14,Active,Painted Turtle,UNK,Resting,55,1,Tracy Brook,Alive,-75.1401,44.5906
1714,1/0/00,Trail,Green Frog,UNK,UNK,79,,Kip Track,Alive,-75.1598,44.5841
1715,10/14/15,Active,Bullfrog,Adult,Leaping,nr,1,ESL wetland,Aiive,-75.1359,44.5935
1716,9/19/14,Active,UNK,UNK,Resting,55,1,Tracy Brook,Alive,-75.14,44.5907
1717,1/0/00,Trail,Bullfrog,Metamorph,UNK,61,1,Kip Track,Dead,-75.1598,44.5841
1718,10/14/14,Active,Northern Leopard Frog,Juvenile,Thermoregulating,75,,Park St.,Alive,-75.1574,44.5826
1719,10/14/15,Active,Bullfrog,Adult,Leaping,nr,1,ESL wetland,Aiive,-75.1359,44.5935
1720,9/19/14,Active,UNK,UNK,Resting,55,1,Tracy Brook,Alive,-75.14,44.5907
1721,9/15/14,Trail,UNK,UKN,NA,74,,Kip Track,Dead,-75.1584,44.5837
1722,9/3/15,Auditory,UNK,UNK,UNK,67,1,Facility Pond,UNK,-75.159,44.5855
1723,10/14/14,Active,UNK,UNK,Resting,73,,Wetland,Alive,-75.139,44.5889
1724,10/15/15,Canoe,NA,NA,Floating,59,1,Little River,Aiive,-75.1583,44.5831
1725,9/20/14,Incidental,Northern Leopard Frog,Juvenile,Thermoregulating,49,,Baseball Field,Alive,-75.165,44.5844
1726,9/3/15,Active,Snapping Turtle,Hatched this year,Dead,66,3,Road,Dead,-75.1595,44.5946
1727,9/15/14,Trail,Snake,Juvenile,Moving,74,,Kip Track,Alive ,-75.1584,44.5843
1728,10/15/15,Canoe,NA,NA,Floating,59,1,Little River,Aiive,-75.1583,44.5831
1729,9/20/14,Incidental,Northern Leopard Frog,Juvenile,Thermoregulating,49,1,Baseball Field,Alive,-75.165,44.5844
1730,10/14/14,Coverboard 1,UNK,UNK,Resting,73,1,,Alive,-75.1388,44.5913
1731,9/16/14,Road,Northern Leopard Frog,Adult,Moving,52,,Road,Alive,-75.1598,44.5858
1732,10/15/15,Canoe,NA,NA,Floating,59,1,Little River,Aiive,-75.1583,44.5831
1733,9/20/14,Incidental,Red-spotted Newt,Juvenile,Thermoregulating,49,,Baseball Field,Alive,-75.165,44.5844
1734,10/15/15,Canoe,NA,NA,Floating,59,1,Little River,Aiive,-75.1583,44.5831
1735,9/20/14,Incidental,American Toad,Juvenile,Moving,49,,Baseball Field,Alive,-75.165,44.5844
1736,9/3/15,Active,Pickerel Frog,Adut,Hopping,65,1,Kip Track,Aiive,-75.1588,44.5841
1737,9/16/14,Trail,American Toad,Adult,Thermoregulating,52,1,Kip Track,Alive,-75.1598,44.583
1738,9/14/14,Active,UNK,UNK,Resting,44,,Tracy Brook,Alive,-75.1401,44.5906
1739,10/15/15,Canoe,NA,NA,Floating,59,,Little River,Aiive,-75.1583,44.5831
1740,9/3/15,Active,Pickerel Frog,Adult,Hopping,65,1,Kip Track,Aiive,-75.1586,44.5839
1741,9/16/14,Trail,American Toad,Juvenile,Moving,52,1,Kip Track,Alive,-75.1598,44.5825
1742,9/14/14,Active,UNK,UNK,Resting,44,,Tracy Brook,Alive,-75.1401,44.5906
1743,10/15/15,Canoe,NA,NA,Floating,59,,Little River,Aiive,-75.1583,44.5831
1744,9/3/15,Active,Pickerel Frog,Adult,Hopping,65,1,Kip Track,Aiive,-75.1584,44.5857
1745,9/16/14,Trail,Northern Leopard Frog,Juvenile,Moving,52,,Kip Track,Alive,-75.1598,44.5814
1746,10/15/15,Canoe,NA,NA,Floating,59,,Little River,Aiive,-75.1581,44.5829
1747,9/3/15,Active,Gray Tree Frog,UNK,Alive,66,1,Road,Aiive,-75.1595,44.5946
1748,9/16/14,Trail,Northern Leopard Frog,Juvenile,Moving,52,,Kip Track,Alive,-75.1598,44.5814
1749,10/15/15,Canoe,NA,NA,Floating,59,,Little River,Aiive,-75.1582,44.5826
1750,9/4/15,Canoe  ,Green Frog,Adult,Swimming,80,1,Little River,Aiive,-75.1584,44.5838
1751,9/16/14,Trail,Northern Leopard Frog,Juvenile,Moving,52,,Kip Track,Alive,-75.1598,44.5842
1752,10/15/15,Canoe,NA,NA,Floating,59,,Little River,Aiive,-75.1582,44.5826
1753,9/4/15,Canoe  ,Green Frog,Adult,Swimming,80,,Little River,Aiive,-75.1583,44.5834
1754,10/15/15,Canoe,NA,NA,Floating,59,,Little River,Aiive,-75.1582,44.5826
1755,10/15/15,Canoe,NA,NA,Floating,59,,Little River,Aiive,-75.1582,44.5826
1756,9/4/15,Canoe  ,Green Frog,Adult,UNK,80,,Little River,Aiive,-75.1583,44.5833
1757,10/15/15,Canoe,NA,NA,Floating,59,,Little River,Aiive,-75.1582,44.5826
1758,9/4/15,Canoe  ,Green Frog,Adult,UNK,80,1,Little River,Aiive,-75.1582,44.5834
1759,9/17/14,Active,Ranid Species,Adult,Swimming,65,,Nature Trail,Alive,-75.1598,44.5825
1760,10/15/15,Canoe,NA,NA,Floating,59,1,Little River,Aiive,-75.1582,44.5826
1761,9/14/14,Active,UNK,UNK,Resting,44,NC,Tracy Brook,Alive,-75.1401,44.5906
1762,9/11/16,Active,Green Frog,Adult,"Basking, moving, etc.",74,,NC,NC,-75.1566,44.5849
1763,9/4/15,Canoe  ,Green Frog,Adult,UNK,80,,Little River,Aiive,-75.1583,44.5837
1764,10/15/15,Canoe,NA,NA,Floating,59,1,Little River,Aiive,-75.1582,44.5826
1765,9/17/14,Active,Bullfrog,Metamorph,Swimming,65,,Nature Trail,Alive,-75.1598,44.5825
1766,10/15/15,Canoe,NA,NA,Floating,59,1,Little River,Aiive,-75.1582,44.5826
1767,9/14/14,Active,UNK,UNK,Resting,44,NC,Tracy Brook,Alive,-75.1401,44.5906
1768,9/11/16,Active,Green Frog,Adult,"Basking, moving, etc.",74,,NC,NC,-75.1566,44.5849
1769,9/4/15,Canoe  ,Green Frog,Adult,UNK,80,,Little River,Aiive,-75.1581,44.5819
1770,10/15/15,Canoe,NA,NA,Floating,59,1,Little River,Aiive,-75.1582,44.5826
1771,9/17/14,Active,UNK,Metamorph,Swimming,65,1,Nature Trail,Alive,-75.1598,44.5825
1772,9/14/14,Active,UNK,UNK,Resting,44,NC,Tracy Brook,Alive,-75.1401,44.5906
1773,9/11/16,Active,Green Frog,Adult,"Basking, moving, etc.",74,,NC,NC,-75.1566,44.5849
1774,9/4/15,Canoe  ,Green Frog,Adult,UNK,80,NC,Little River,Aiive,-75.1583,44.584
1775,9/11/16,Active,Green Frog,Adult,"Basking, moving, etc.",74,1,NC,NC,-75.1566,44.5849
1776,9/14/14,Active,UNK,UNK,Resting,44,NC,Tracy Brook,Alive,-75.1401,44.5906
1777,9/11/16,Active,Green Frog,Adult,"Basking, moving, etc.",74,1,NC,NC,-75.1566,44.5849
1778,9/14/14,Active,UNK,UNK,Resting,44,NC,Tracy Brook,Alive,-75.1401,44.5906
1779,9/11/16,Active,Green Frog,Adult,"Basking, moving, etc.",74,1,NC,NC,-75.1566,44.5849
1780,9/14/14,Active,UNK,UNK,Resting,44,NC,Tracy Brook,Alive,-75.1401,44.5906
1781,9/11/16,Active,Green Frog,Adult,"Basking, moving, etc.",74,1,NC,NC,-75.1566,44.5849
1782,9/14/14,Active,UNK,UNK,Resting,44,NC,Tracy Brook,Alive,-75.1401,44.5906
1783,9/11/16,Active,Green Frog,Juvenile,Basking,74,1,NC,NC,-75.1563,44.585
1784,9/14/14,Active,UNK,UNK,Resting,44,NC,Tracy Brook,Alive,-75.1401,44.5906
1785,9/11/16,Active,Bullfrog,Adult,Basking,74,1,NC,NC,-75.1563,44.585
1786,9/14/14,Active,UNK,UNK,Resting,44,NC,Tracy Brook,Alive,-75.1401,44.5906
1787,9/11/16,Active,Green Frog,Adult,Basking,70,NC,NC,NC,-75.1538,44.5836
1788,9/11/16,Active,Northern Leopard Frog,Adult,Basking,74,1,NC,NC,-75.1543,44.5843
1789,9/14/14,Active,UNK,UNK,Resting,44,1,Tracy Brook,Alive,-75.1401,44.5906
1790,9/14/14,Active,UNK,UNK,Resting,44,NC,Tracy Brook,Alive,-75.1401,44.5906
1791,9/11/16,Active,Green Frog,Adult,Basking on the shore,69,NC,NC,NC,-75.1571,44.5807
1792,9/11/16,Active,Green Frog,Metamorph,"Basking, moving, etc.",69,NC,NC,NC,-75.1571,44.5807
1793,9/11/16,Active,Green Frog,Metamorph,"Basking, moving, etc.",69,NC,NC,NC,-75.1571,44.5807
1794,9/11/16,Active,Green Frog,Metamorph,"Basking, moving, etc.",69,NC,NC,NC,-75.1571,44.5807
1795,9/11/16,Active,Green Frog,Metamorph,Sitting just below the shoreline,69,NC,NC,NC,-75.1597,44.5814
1796,9/11/16,Active,Green Frog,Metamorph,Hiding in the shade under Virginia creeper leaves,69,NC,NC,NC,-75.1597,44.5814
1797,9/11/16,Active,Bullfrog,Adult,Sitting just below water line ,69,NC,NC,NC,-75.1606,44.5814
1798,9/11/16,Active,Bullfrog,Adult,Basking on the shore,69,NC,NC,NC,-75.1605,44.5814
1799,9/11/16,Active,Bullfrog,Juvenile,Basking on the shore,69,NC,NC,NC,-75.1605,44.5814
1800,9/11/16,Incidental,American Toad,Adult,moving,<Null>,NC,NC,NC,-75.1467,44.5844
1801,9/12/16,Incidental,<Null>,Adult,Basking on trail but I spooked it into the water.,70,NC,NC,NC,-75.1658,44.5816
1802,9/12/16,Active,Green Frog,<Null>,Basking,70,NC,NC,NC,-75.1537,44.5837
1803,9/12/16,Active,Green Frog,<Null>,Basking,71,NC,NC,NC,-75.1537,44.5837
1804,9/12/16,Active,Green Frog,<Null>,Basking,70,NC,NC,NC,-75.1537,44.5837
1805,9/12/16,Active,Green Frog,Adult,Basking,70,NC,NC,NC,-75.1537,44.5837
1806,9/12/16,Active,Green Frog,Adult,Basking,70,NC,NC,NC,-75.1537,44.5836
1807,9/12/16,Active,Green Frog,Juvenile,Basking,70,NC,NC,NC,-75.1537,44.5837
1808,9/12/16,Active,Green Frog,Juvenile,Basking,70,NC,NC,NC,-75.1536,44.5837
1809,9/12/16,Active,Green Frog,Juvenile,Basking,70,NC,NC,NC,-75.1536,44.5837
1810,9/12/16,Active,Green Frog,<Null>,Basking,70,NC,NC,NC,-75.1536,44.5837
1811,9/12/16,Active,Green Frog,Adult,Basking,70,NC,NC,NC,-75.1536,44.5837
1812,9/12/16,Active,Green Frog,Adult,Basking,70,NC,NC,NC,-75.1537,44.5837
1813,9/12/16,Active,Green Frog,Adult,Basking,70,NC,NC,NC,-75.1537,44.5837
1814,9/12/16,Active,Green Frog,Adult,Basking,70,NC,NC,NC,-75.1537,44.5837
1815,9/12/16,Active,Green Frog,Adult,Basking,70,NC,NC,NC,-75.1537,44.5837
1816,9/12/16,Active,Green Frog,Juvenile,Basking,70,NC,NC,NC,-75.1537,44.5837
1817,9/12/16,Active,Green Frog,Adult,Basking,70,NC,NC,NC,-75.1537,44.5837
1818,9/4/16,Active,Green Frog,Metamorph,Wading,79,NC,NC,NC,-75.1582,44.5825
1819,9/4/16,Active,Green Frog,Metamorph,Perched on log,79,NC,NC,NC,-75.1582,44.5825
1820,9/4/16,Active,Northern Leopard Frog,Adult,"Basking, moving, etc.",79,NC,NC,NC,-75.1581,44.5824
1821,9/4/16,Active,Green Frog,Metamorph,Basking,79,NC,NC,NC,-75.158,44.5824
1822,9/4/16,Active,Green Frog,Metamorph,Wading,79,NC,NC,NC,-75.1581,44.5824
1823,9/4/16,Active,Green Frog,Adult,Basking,79,NC,NC,NC,-75.1581,44.5824
1824,9/4/16,Active,Bullfrog,Adult,Jumping,79,NC,NC,NC,-75.1581,44.5824
1825,9/4/16,Active,Green Frog,Adult,Jumping,79,NC,NC,NC,-75.1581,44.5824
1826,9/4/16,Active,Green Frog,Metamorph,Resting in algae patch,79,NC,NC,NC,-75.1581,44.5823
1827,9/4/16,Active,Bullfrog,Adult,Basking on shore,79,NC,NC,NC,-75.1581,44.5822
1828,9/4/16,Active,Bullfrog,Adult,Basking in water,79,NC,NC,NC,-75.158,44.5821
1829,9/4/16,Active,Green Frog,Juvenile,"Basking, moving, etc.",79,NC,NC,NC,-75.1579,44.5821
1830,9/4/16,Active,Green Frog,Adult,Wading,79,NC,NC,NC,-75.1579,44.5821
1831,9/4/16,Active,Green Frog,Adult,"Basking, moving, etc.",79,NC,NC,NC,-75.1579,44.5821
1832,9/4/16,Active,Green Frog,Metamorph,Wading,79,NC,NC,NC,-75.1579,44.5821
1833,9/5/16,Active,Green Frog,Adult,sitting in the water,69,NC,NC,NC,-75.1576,44.5844
1834,9/5/16,Incidental,American Toad,Adult,Moving across the trail towards the water,77,NC,NC,NC,-75.1648,44.5803
1835,9/6/16,Active,Green Frog,Adult,"Basking, moving, etc.",0,NC,NC,NC,-75.1583,44.5842
1836,9/6/16,Active,Green Frog,Juvenile,"Basking, moving, etc.",69,NC,NC,NC,-75.1583,44.5842
1837,9/6/16,Active,Green Frog,Adult,Sitting in water,69,NC,NC,NC,-75.1583,44.5842
1838,9/6/16,Active,Green Frog,Adult,"Basking, moving, etc.",69,NC,NC,NC,-75.1582,44.5843
1839,9/6/16,Active,Green Frog,Adult,Sitting,69,NC,NC,NC,-75.1579,44.5846
1840,9/6/16,Active,Green Frog,Adult,"Basking, moving, etc.",69,NC,NC,NC,-75.1578,44.5845
1841,9/6/16,Active,Northern Leopard Frog,Adult,"Basking, moving, etc.",69,NC,NC,NC,-75.1576,44.5846
1842,9/6/16,Active,Green Frog,Adult,Sitting ,68,NC,NC,NC,-75.1577,44.5845
1843,9/6/16,Active,Green Frog,Adult,"Basking, moving, etc.",69,NC,NC,NC,-75.1576,44.5846
1844,9/6/16,Active,<Null>,Juvenile,"Basking, moving, etc.",68,NC,NC,NC,-75.1575,44.5848
1845,9/6/16,Active,Green Frog,Adult,Basking,69,NC,NC,NC,-75.1573,44.5846
1846,9/6/16,Active,Green Frog,Adult,"Basking, moving, etc.",69,NC,NC,NC,-75.1574,44.5848
1847,9/6/16,Active,Green Frog,Adult,"Basking, moving, etc.",69,NC,NC,NC,-75.1573,44.5847
1848,9/6/16,Active,Green Frog,Adult,"Basking, moving, etc.",69,,NC,NC,-75.1566,44.5849
1849,9/8/15,Active,American Toad,Adult,Hopping,81,NC,XC Trail,Aiive,-75.1612,44.5813
1850,9/6/16,Active,Green Frog,Adult,"Basking, moving, etc.",69,NC,NC,NC,-75.1568,44.5849
1851,9/6/16,Active,Green Frog,Adult,Basking,86,,NC,NC,-75.1581,44.5845
1852,9/8/15,Active,American Toad,Adult,Hopping,81,NC,XC Trail,Aiive,-75.1612,44.5813
1853,9/6/16,Other,Bullfrog,Juvenile,Basking in the water ,86,0,NC,NC,-75.158,44.5845
1854,9/8/15,Auditory,UNK,UNK,UNK,81,,XC Trail ,UNK,-75.1607,44.5813
1855,9/11/15,Incidental,Northern Leopard Frog,UNK,Jumping,76,NC,Kip Track,Aiive,-75.1655,44.5823
1856,9/6/16,Other,Green Frog,Adult,Basking,0,0,NC,NC,-75.1583,44.5841
1857,9/12/15,Auditory,UNK,UNK,UNK,61,NC,ESL,UNK,-75.1391,44.5894
1858,9/6/16,Other,Green Frog,Adult,Basking,0,,NC,NC,-75.1583,44.5841
1859,9/12/15,Active,UNK,UNK,Jumping,61,NC,ESL,Aiive,-75.1409,44.5919
1860,9/6/16,Other,<Null>,<Null>,In the water ,0,NC,NC,NC,-75.1583,44.5842
1861,9/6/16,Other,Bullfrog,Juvenile,Basking,86,,NC,NC,-75.1584,44.5846
1862,9/14/15,Active,UNK ,UNK,Dead,72,,Kip Track,Dead,-75.1658,44.5835
1863,9/14/15,Active,Green Frog,UNK,Alive,72,,Kip Track,Aiive,-75.1658,44.5835
1864,9/16/15,Auditory,UNK,UNK,Calling,82,,Saddlemire Trail,Aiive,-75.1401,44.5906
1865,9/16/15,Active,Northern Leopard Frog,UNK,Alive,82,,XC Trail,Aiive,-75.16,44.58
1866,9/18/15,Active,Green Frog,Adult,Sitting in water,81,,Kip Track,Aiive,-75.1599,44.5818
1867,9/18/15,Active,Northern Leopard Frog,Adult,Jumping,81,,Kip Track,Aiive,-75.1602,44.5815
1868,9/18/15,Active,Green Frog,Adult,Basking,82,,Kip Track,Aiive,-75.1612,44.5812
1869,9/18/15,Active,Northern Leopard Frog,Adult,Basking,85,,Kip Track,Aiive,-75.1615,44.581
1870,9/18/15,Active,Green Frog,Adult,Basking,82,,Kip Track,Aiive,-75.1616,44.581
1871,9/18/15,Active,UNK,UNK,Sitting in water,81,,Kip Track,Aiive,-75.1617,44.5808
1872,9/18/15,Active,Green Frog,Adult,Basking,82,,Kip Track,Aiive,-75.1618,44.5808
